,examine,id,members,lowalch,limit,value,highalch,icon,name
229,An Ancient stole.,12201,True,1000.0,8.0,2500,1500.0,Ancient stole.png,Ancient stole
230,"A mysterious artifact of ancient times, of reasonable value to emblem traders.",21810,True,400000.0,250.0,1000000,600000.0,Ancient totem.png,Ancient totem
231,A magical shield with a wyvern visage.,21634,True,800000.0,8.0,2000000,1200000.0,Ancient wyvern shield (uncharged).png,Ancient wyvern shield
232,I hope this tastes better than it looks.,13441,True,180.0,10000.0,450,270.0,Anglerfish.png,Anglerfish
233,Use on a necklace of anguish to make it look fancier!,22246,True,2000.0,4.0,5000,3000.0,Anguish ornament kit.png,Anguish ornament kit
234,These gloves will make your flesh transparent.,20101,True,1.0,4.0,1,1.0,Ankou gloves.png,Ankou gloves
235,This mask will make your flesh transparent.,20095,True,1.0,4.0,1,1.0,Ankou mask.png,Ankou mask
236,These socks will make your flesh transparent.,20107,True,1.0,4.0,1,1.0,Ankou socks.png,Ankou socks
237,This top will make your flesh transparent.,20098,True,1.0,4.0,1,1.0,Ankou top.png,Ankou top
238,These leggings will make your flesh transparent.,20104,True,1.0,4.0,1,1.0,Ankou's leggings.png,Ankou's leggings
239,"A teleport to Annakarl, in level 46 Wilderness.",12775,True,1.0,10000.0,1,1.0,Annakarl teleport (tablet).png,Annakarl teleport (tablet)
240,This provides partial protection from dragonbreath attacks.,1540,False,8.0,125.0,20,12.0,Anti-dragon shield.png,Anti-dragon shield
241,One dose of fishy super antipoison potion.,11475,True,57.0,2000.0,144,86.0,Anti-poison supermix(1).png,Anti-poison supermix(1)
242,Two doses of fishy super antipoison potion.,11473,True,86.0,2000.0,216,129.0,Anti-poison supermix(2).png,Anti-poison supermix(2)
243,1 dose of antivenom potion.,12911,True,44.0,2000.0,110,66.0,Anti-venom(1).png,Anti-venom(1)
244,2 doses of antivenom potion.,12909,True,88.0,2000.0,220,132.0,Anti-venom(2).png,Anti-venom(2)
245,3 doses of antivenom potion.,12907,True,132.0,2000.0,330,198.0,Anti-venom(3).png,Anti-venom(3)
246,4 doses of antivenom potion.,12905,True,176.0,2000.0,440,264.0,Anti-venom(4).png,Anti-venom(4)
247,1 dose of super antivenom potion.,12919,True,44.0,2000.0,111,66.0,Anti-venom+(1).png,Anti-venom+(1)
248,2 doses of super antivenom potion.,12917,True,88.0,2000.0,222,133.0,Anti-venom+(2).png,Anti-venom+(2)
249,3 doses of super antivenom potion.,12915,True,133.0,2000.0,333,199.0,Anti-venom+(3).png,Anti-venom+(3)
250,4 doses of super antivenom potion.,12913,True,177.0,2000.0,444,266.0,Anti-venom+(4).png,Anti-venom+(4)
251,One dose of fishy extra strength antidote potion.,11503,True,57.0,2000.0,144,86.0,Antidote+ mix(1).png,Antidote+ mix(1)
252,Two doses of fishy extra strength antidote potion.,11501,True,86.0,2000.0,216,129.0,Antidote+ mix(2).png,Antidote+ mix(2)
253,1 dose of extra strong antipoison potion.,5949,True,57.0,4000.0,144,86.0,Antidote+(1).png,Antidote+(1)
254,2 doses of extra strong antipoison potion.,5947,True,86.0,4000.0,216,129.0,Antidote+(2).png,Antidote+(2)
255,3 doses of extra strong antipoison potion.,5945,True,115.0,4000.0,288,172.0,Antidote+(3).png,Antidote+(3)
256,4 doses of extra strong antipoison potion.,5943,True,144.0,4000.0,360,216.0,Antidote+(4).png,Antidote+(4)
257,1 dose of super strong antipoison potion.,5958,True,57.0,4000.0,144,86.0,Antidote++(1).png,Antidote++(1)
258,2 doses of super strong antipoison potion.,5956,True,86.0,4000.0,216,129.0,Antidote++(2).png,Antidote++(2)
259,3 doses of super strong antipoison potion.,5954,True,115.0,4000.0,288,172.0,Antidote++(3).png,Antidote++(3)
260,4 doses of super strong antipoison potion.,5952,True,144.0,4000.0,360,216.0,Antidote++(4).png,Antidote++(4)
261,One dose of fishy anti-firebreath potion.,11507,True,52.0,2000.0,132,79.0,Antifire mix(1).png,Antifire mix(1)
262,Two doses of fishy anti-firebreath potion.,11505,True,79.0,2000.0,198,118.0,Antifire mix(2).png,Antifire mix(2)
263,1 dose of anti-firebreath potion.,2458,True,52.0,2000.0,132,79.0,Antifire potion(1).png,Antifire potion(1)
264,2 doses of anti-firebreath potion.,2456,True,79.0,2000.0,198,118.0,Antifire potion(2).png,Antifire potion(2)
265,3 doses of anti-firebreath potion.,2454,True,105.0,2000.0,264,158.0,Antifire potion(3).png,Antifire potion(3)
266,4 doses of anti-firebreath potion.,2452,True,132.0,2000.0,330,198.0,Antifire potion(4).png,Antifire potion(4)
267,One dose of fishy antipoison potion.,11435,True,57.0,2000.0,144,86.0,Antipoison mix(1).png,Antipoison mix(1)
268,Two doses of fishy antipoison potion.,11433,True,86.0,2000.0,216,129.0,Antipoison mix(2).png,Antipoison mix(2)
269,1 dose of antipoison potion.,179,False,57.0,2000.0,144,86.0,Antipoison(1).png,Antipoison(1)
270,2 doses of antipoison potion.,177,False,86.0,2000.0,216,129.0,Antipoison(2).png,Antipoison(2)
271,3 doses of antipoison potion.,175,False,115.0,2000.0,288,172.0,Antipoison(3).png,Antipoison(3)
272,4 doses of antipoison potion.,2446,False,144.0,2000.0,360,216.0,Antipoison(4).png,Antipoison(4)
273,A teleport to Ape Atoll.,19631,True,1.0,10000.0,1,1.0,Ape atoll teleport (tablet).png,Ape atoll teleport (tablet)
274,A bucket of apple mush.,5992,True,5.0,11000.0,13,7.0,Apple mush.png,Apple mush
275,Mmm Apple pie.,2323,False,12.0,10000.0,30,18.0,Apple pie.png,Apple pie
276,This sapling is ready to be replanted in a fruit tree patch.,5496,True,1.0,200.0,1,1.0,Apple sapling.png,Apple sapling
277,Plant in a plantpot of soil to grow a sapling.,5283,True,5.0,200.0,13,7.0,Apple tree seed 5.png,Apple tree seed
278,A fruit basket filled with apples.,5386,True,1.0,600.0,1,1.0,Apples(5).png,Apples(5)
279,An apprentice level wand.,6910,True,600.0,125.0,1500,900.0,Apprentice wand.png,Apprentice wand
280,Scrawled words that can invoke the power of the gods.,21079,True,32000.0,5.0,80000,48000.0,Arcane prayer scroll.png,Arcane prayer scroll
281,A sigil in the shape of an arcane symbol.,12827,True,300000.0,5.0,750000,450000.0,Arcane sigil.png,Arcane sigil
282,An ethereal shield with an arcane sigil attached to it.,12825,True,800000.0,8.0,2000000,1200000.0,Arcane spirit shield.png,Arcane spirit shield
283,An ancient banner baring the mark of the Arceuus Elders.,20251,True,28.0,4.0,70,42.0,Arceuus banner.png,Arceuus banner
284,A rare hood from Arceuus.,20113,True,1.0,4.0,1,1.0,Arceuus hood.png,Arceuus hood
285,A blue scarf adorned with a dark crystal.,19943,True,4000.0,4.0,10000,6000.0,Arceuus scarf.png,Arceuus scarf
286,This helmet is worn by archers.,3749,True,24000.0,70.0,60000,36000.0,Archer helm.png,Archer helm
287,A fabled ring that improves the wearer's skill with a bow...,6733,True,4000.0,8.0,10000,6000.0,Archers ring.png,Archers ring
288,I can exchange this for equipment.,1464,True,10.0,18000.0,25,15.0,Archery ticket.png,Archery ticket
289,Log cut from an arctic pine.,10810,True,14.0,11000.0,35,21.0,Arctic pine logs.png,Arctic pine logs
290,Arctic pine logs prepared with sacred oil for a funeral pyre.,10808,True,80.0,11000.0,200,120.0,Arctic pyre logs.png,Arctic pyre logs
291,A teleport to East Ardougne.,8011,True,1.0,10000.0,1,1.0,Ardougne teleport (tablet).png,Ardougne teleport (tablet)
292,A book about the Training Arena.,6891,True,1.0,15.0,1,1.0,Arena book.png,Arena book
293,Armadyl blessed dragonhide vambraces.,12506,True,1600.0,8.0,4000,2400.0,Armadyl bracers.png,Armadyl bracers
294,A chainskirt of great craftsmanship.,11830,True,115960.0,8.0,289900,173940.0,Armadyl chainskirt.png,Armadyl chainskirt
295,Armadyl blessed dragonhide chaps.,12510,True,2400.0,8.0,6000,3600.0,Armadyl chaps.png,Armadyl chaps
296,Armour of great craftsmanship.,11828,True,116000.0,8.0,290000,174000.0,Armadyl chestplate.png,Armadyl chestplate
297,An Armadyl cloak.,12261,True,800.0,8.0,2000,1200.0,Armadyl cloak.png,Armadyl cloak
298,Armadyl blessed dragonhide coif.,12512,True,800.0,8.0,2000,1200.0,Armadyl coif.png,Armadyl coif
299,A weapon originally developed for Armadyl's forces.,11785,True,396000.0,8.0,990000,594000.0,Armadyl crossbow.png,Armadyl crossbow
300,An Armadyl crozier.,12263,True,2000.0,8.0,5000,3000.0,Armadyl crozier.png,Armadyl crozier
301,Armadyl blessed dragonhide body armour.,12508,True,5200.0,8.0,13000,7800.0,Armadyl d'hide body.png,Armadyl d'hide body
302,Armadyl blessed dragonhide boots.,19930,True,3720.0,8.0,9300,5580.0,Armadyl d'hide boots.png,Armadyl d'hide boots
303,Armadyl blessed wooden shield covered in dragon leather.,23200,True,11333.0,8.0,28334,17000.0,Armadyl d'hide shield.png,Armadyl d'hide shield
304,"A set containing an Armadyl dragonhide coif, body, chaps and bracers.",13169,True,3800.0,8.0,9500,5700.0,Armadyl dragonhide set.png,Armadyl dragonhide set
305,Rune full helmet in the colours of Armadyl.,12476,False,14080.0,8.0,35200,21120.0,Armadyl full helm.png,Armadyl full helm
306,"A beautiful, heavy sword.",11802,True,500000.0,8.0,1250000,750000.0,Armadyl godsword.png,Armadyl godsword
307,Use on an Armadyl godsword to make it look fancier!,20068,True,2000.0,4.0,5000,3000.0,Armadyl godsword ornament kit.png,Armadyl godsword ornament kit
308,A helmet of great craftsmanship.,11826,True,115600.0,8.0,289000,173400.0,Armadyl helmet.png,Armadyl helmet
309,Brimming with potential.,11810,True,200000.0,10000.0,500000,300000.0,Armadyl hilt.png,Armadyl hilt
310,Rune kiteshield in the colours of Armadyl.,12478,False,21760.0,8.0,54400,32640.0,Armadyl kiteshield.png,Armadyl kiteshield
311,An Armadyl mitre.,12259,True,2000.0,8.0,5000,3000.0,Armadyl mitre.png,Armadyl mitre
312,This seems to have been torn from a book...,12617,True,160.0,5.0,400,240.0,Armadyl page 1.png,Armadyl page 1
313,This seems to have been torn from a book...,12618,True,160.0,5.0,400,240.0,Armadyl page 2.png,Armadyl page 2
314,This seems to have been torn from a book...,12619,True,160.0,5.0,400,240.0,Armadyl page 3.png,Armadyl page 3
315,This seems to have been torn from a book...,12620,True,160.0,5.0,400,240.0,Armadyl page 4.png,Armadyl page 4
316,Rune platebody in the colours of Armadyl.,12470,False,26000.0,8.0,65000,39000.0,Armadyl platebody.png,Armadyl platebody
317,Rune platelegs in the colours of Armadyl.,12472,False,25600.0,8.0,64000,38400.0,Armadyl platelegs.png,Armadyl platelegs
318,Rune plateskirt in the colours of Armadyl.,12474,False,25600.0,8.0,64000,38400.0,Armadyl plateskirt.png,Armadyl plateskirt
319,Leggings from the Armadyl Vestments.,12255,True,2800.0,8.0,7000,4200.0,Armadyl robe legs.png,Armadyl robe legs
320,Armadyl Vestments.,12253,True,2800.0,8.0,7000,4200.0,Armadyl robe top.png,Armadyl robe top
321,"A set containing a full helm, platebody, legs and kiteshield.",13052,False,32000.0,8.0,80000,48000.0,Armadyl rune armour set (lg).png,Armadyl rune armour set (lg)
322,"A set containing a full helm, platebody, skirt and kiteshield.",13054,False,32000.0,8.0,80000,48000.0,Armadyl rune armour set (sk).png,Armadyl rune armour set (sk)
323,An Armadyl stole.,12257,True,1000.0,8.0,2500,1500.0,Armadyl stole.png,Armadyl stole
324,A wooden arrow shaft.,52,True,1.0,7000.0,1,1.0,Arrow shaft 5.png,Arrow shaft
325,Probably the finest ale in Asgarnia.,1905,False,1.0,2000.0,2,1.0,Asgarnian ale.png,Asgarnian ale
326,How does it all fit in there?,8520,True,4.0,500.0,10,6.0,Asgarnian ale (flatpack).png,Asgarnian ale (flatpack)
327,This keg contains 4 pints of Asgarnian Ale.,5785,True,1.0,2000.0,1,1.0,Asgarnian ale(4).png,Asgarnian ale(4)
328,This looks a good deal stronger than normal Asgarnian Ale.,5739,True,1.0,2000.0,2,1.0,Asgarnian ale(m).png,Asgarnian ale(m)
329,This keg contains 4 pints of mature Asgarnian Ale.,5865,True,1.0,2000.0,1,1.0,Asgarnian ale(m4).png,Asgarnian ale(m4)
330,A handful of Asgarnian Hops.,5996,True,2.0,11000.0,5,3.0,Asgarnian hops.png,Asgarnian hops
331,An Asgarnian hop seed - plant in a hops patch.,5308,True,1.0,2000.0,3,1.0,Asgarnian seed 5.png,Asgarnian seed
332,A heap of ashes.,592,False,1.0,13000.0,2,1.0,Ashes.png,Ashes
333,A posy of flowers.,2460,True,40.0,150.0,100,60.0,Assorted flowers.png,Assorted flowers
334,Used for Lunar spells.,9075,True,20.0,10000.0,50,30.0,Astral rune.png,Astral rune
335,The remains of a deadly shade.,3402,True,1.0,7500.0,1,1.0,Asyn remains.png,Asyn remains
336,One dose of fishy Attack potion.,11431,True,2.0,2000.0,6,3.0,Attack mix(1).png,Attack mix(1)
337,Two doses of fishy Attack potion.,11429,True,3.0,2000.0,9,5.0,Attack mix(2).png,Attack mix(2)
338,1 dose of Attack potion.,125,True,2.0,2000.0,6,3.0,Attack potion(1).png,Attack potion(1)
339,2 doses of Attack potion.,123,True,3.0,2000.0,9,5.0,Attack potion(2).png,Attack potion(2)
340,3 doses of Attack potion.,121,True,4.0,2000.0,12,7.0,Attack potion(3).png,Attack potion(3)
341,4 doses of Attack potion.,2428,True,6.0,2000.0,15,9.0,Attack potion(4).png,Attack potion(4)
342,A useful herb.,261,True,19.0,13000.0,48,28.0,Avantoe.png,Avantoe
343,I need another ingredient to finish this Avantoe potion.,103,True,19.0,10000.0,48,28.0,Avantoe potion (unf).png,Avantoe potion (unf)
344,An avantoe seed - plant in a herb patch.,5298,True,3.0,200.0,8,4.0,Avantoe seed 5.png,Avantoe seed
345,Perhaps this could be used to create a defensive weapon.,22477,True,1000000.0,8.0,2500000,1500000.0,Avernic defender hilt.png,Avernic defender hilt
346,This might help me chop harder.,5751,True,1.0,2000.0,2,1.0,Axeman's folly.png,Axeman's folly
347,This keg contains 4 pints of Axeman's Folly.,5825,True,1.0,2000.0,1,1.0,Axeman's folly(4).png,Axeman's folly(4)
348,This looks a good deal stronger than normal Axeman's Folly.,5753,True,1.0,2000.0,2,1.0,Axeman's folly(m).png,Axeman's folly(m)
349,This keg contains 4 pints of mature Axeman's Folly.,5905,True,1.0,2000.0,1,1.0,Axeman's folly(m4).png,Axeman's folly(m4)
350,Baby impling in a jar. That's a bit cruel.,11238,True,20.0,18000.0,50,30.0,Baby impling jar.png,Baby impling jar
351,Ew it's a pile of bones.,534,True,1.0,3000.0,1,1.0,Babydragon bones.png,Babydragon bones
352,A bag of salt.,4161,True,4.0,8000.0,10,6.0,Bag of salt.png,Bag of salt
353,You can plant this in your garden.,8455,True,6000.0,10000.0,15000,9000.0,Bagged bluebells.png,Bagged bluebells
354,You can plant this in your garden.,8453,True,4000.0,10000.0,10000,6000.0,Bagged daffodils.png,Bagged daffodils
355,You can plant this in your garden.,8417,True,400.0,10000.0,1000,600.0,Bagged dead tree.png,Bagged dead tree
356,You can plant this in your garden.,8451,True,2000.0,10000.0,5000,3000.0,Bagged flower.png,Bagged flower
357,You can plant this in your garden.,8429,True,20000.0,10000.0,50000,30000.0,Bagged magic tree.png,Bagged magic tree
358,You can plant this in your garden.,8425,True,6000.0,10000.0,15000,9000.0,Bagged maple tree.png,Bagged maple tree
359,You can plant this in your garden.,8459,True,4000.0,10000.0,10000,6000.0,Bagged marigolds.png,Bagged marigolds
360,You can plant this in your garden.,8419,True,800.0,10000.0,2000,1200.0,Bagged nice tree.png,Bagged nice tree
361,You can plant this in your garden.,8421,True,2000.0,10000.0,5000,3000.0,Bagged oak tree.png,Bagged oak tree
362,You can plant this in your garden.,8431,True,400.0,10000.0,1000,600.0,Bagged plant 1.png,Bagged plant 1
363,You can plant this in your garden.,8433,True,2000.0,10000.0,5000,3000.0,Bagged plant 2.png,Bagged plant 2
364,You can plant this in your garden.,8435,True,4000.0,10000.0,10000,6000.0,Bagged plant 3.png,Bagged plant 3
365,You can plant this in your garden.,8461,True,6000.0,10000.0,15000,9000.0,Bagged roses.png,Bagged roses
366,You can plant this in your garden.,8457,True,2000.0,10000.0,5000,3000.0,Bagged sunflower.png,Bagged sunflower
367,You can plant this in your garden.,8423,True,4000.0,10000.0,10000,6000.0,Bagged willow tree.png,Bagged willow tree
368,You can plant this in your garden.,8427,True,8000.0,10000.0,20000,12000.0,Bagged yew tree.png,Bagged yew tree
369,It'd taste even better with some toppings.,6701,True,1.0,13000.0,4,2.0,Baked potato.png,Baked potato
370,Spun from sheeps' wool.,1759,False,1.0,13000.0,2,1.0,Ball of wool.png,Ball of wool
371,Sturdy struts.,19592,True,20000.0,8.0,50000,30000.0,Ballista limbs.png,Ballista limbs
372,A spring-loaded mechanism.,19601,True,20000.0,8.0,50000,30000.0,Ballista spring.png,Ballista spring
373,Mmm this looks tasty.,1963,False,1.0,13000.0,2,1.0,Banana.png,Banana
374,This sapling is ready to be replanted in a fruit tree patch.,5497,True,1.0,200.0,1,1.0,Banana sapling.png,Banana sapling
375,It's a bowl full of mushy banana.,4016,True,120.0,6000.0,300,180.0,Banana stew.png,Banana stew
376,Plant in a plantpot of soil to grow a sapling.,5284,True,8.0,200.0,20,12.0,Banana tree seed 5.png,Banana tree seed
377,A fruit basket filled with bananas.,5416,True,1.0,600.0,1,1.0,Bananas(5).png,Bananas(5)
378,Essential pirate wear.,8926,True,40.0,150.0,100,60.0,Bandana eyepatch (blue).png,Bandana eyepatch (blue)
379,Essential pirate wear.,8927,True,40.0,150.0,100,60.0,Bandana eyepatch (brown).png,Bandana eyepatch (brown)
380,Essential pirate wear.,8925,True,40.0,150.0,100,60.0,Bandana eyepatch (red).png,Bandana eyepatch (red)
381,Essential pirate wear.,8924,True,40.0,150.0,100,60.0,Bandana eyepatch (white).png,Bandana eyepatch (white)
382,A cheeky little lager.,4627,True,200.0,2000.0,500,300.0,Bandit's brew.png,Bandit's brew
383,Some sturdy boots.,11836,True,115604.0,8.0,289010,173406.0,Bandos boots.png,Bandos boots
384,Bandos blessed dragonhide vambraces.,12498,True,1600.0,8.0,4000,2400.0,Bandos bracers.png,Bandos bracers
385,Bandos blessed dragonhide chaps.,12502,True,2400.0,8.0,6000,3600.0,Bandos chaps.png,Bandos chaps
386,A sturdy chestplate.,11832,True,116004.0,8.0,290010,174006.0,Bandos chestplate.png,Bandos chestplate
387,A Bandos cloak.,12273,True,800.0,8.0,2000,1200.0,Bandos cloak.png,Bandos cloak
388,Bandos blessed dragonhide coif.,12504,True,800.0,8.0,2000,1200.0,Bandos coif.png,Bandos coif
389,A Bandos crozier.,12275,True,2000.0,8.0,5000,3000.0,Bandos crozier.png,Bandos crozier
